Order_ID,Customer_ID,Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order
606672,CUST004073,2023-02-09,2023,2,9,Thursday,1,39,Male,India,Berlin,Loyal,PROD02132,Groceries,Beverages,ValueMax,22.47,1,10,2.25,Yes,11.58,1.31,33.11,Wallet,Mobile,Referral,Silver,Express,South,6,Shipped,No,4.1,1267.76,24.06,7.97,Winter,No,No
627457,CUST008122,2023-02-09,2023,2,9,Thursday,1,37,Male,UAE,Toronto,New,PROD00208,Electronics,Mobile,ValueMax,868.34,5,25,1085.42,Yes,21.31,294.37,3571.96,Wallet,Desktop,Paid Ads,Standard,Same Day,East,1,Shipped,No,5.0,50000.0,17.81,636.17,Winter,No,Yes
624213,CUST008755,2023-02-09,2023,2,9,Thursday,1,45,Male,United Kingdom,Sydney,Loyal,PROD00684,Books,Non-Fiction,Nova,23.97,4,10,9.59,Yes,8.48,4.58,99.35,Debit Card,Mobile,Referral,Standard,Standard,South,7,Shipped,No,4.6,1728.43,22.08,21.94,Winter,No,No
610391,CUST003548,2023-02-09,2023,2,9,Thursday,1,38,Female,India,London,Returning,PROD01432,Fashion,Women Clothing,Nova,38.34,3,10,11.5,Yes,20.44,8.13,132.09,Bank Transfer,Mobile,Referral,Standard,Same Day,Central,2,Delivered,No,3.0,2061.71,30.72,40.58,Winter,No,No
617765,CUST005542,2023-02-09,2023,2,9,Thursday,1,55,Male,United States,Toronto,New,PROD00721,Groceries,Fresh Produce,EcoLife,12.89,3,35,13.53,Yes,12.16,4.56,41.86,Credit Card,Mobile,Paid Ads,Standard,Express,East,4,Returned,Yes,2.8,374.01,15.3,6.4,Winter,No,No
600010,CUST007304,2023-02-09,2023,2,9,Thursday,1,25,Male,India,Dubai,Loyal,PROD01049,Books,Education,QuickCart,23.25,6,5,6.98,No,16.99,10.4,159.91,Credit Card,Mobile,Email,Platinum,Same Day,East,4,Shipped,No,4.2,2696.98,15.05,24.07,Winter,No,No
621402,CUST005077,2023-02-09,2023,2,9,Thursday,1,18,Female,France,Sydney,Loyal,PROD00209,Home & Kitchen,Appliances,ValueMax,76.18,1,0,0.0,No,20.16,5.46,101.8,PayPal,Desktop,Organic Search,Standard,Same Day,Central,2,Delivered,No,4.4,2069.5,22.84,23.25,Winter,No,No
613109,CUST002423,2023-02-09,2023,2,9,Thursday,1,40,Female,Canada,Paris,Premium,PROD01544,Home & Kitchen,Cookware,PrimePlus,117.03,2,20,46.81,Yes,15.1,16.6,218.95,Cash on Delivery,Desktop,Referral,Standard,Express,South,4,Delivered,No,4.9,5008.0,18.33,40.13,Winter,No,No
610066,CUST002160,2023-02-09,2023,2,9,Thursday,1,24,Male,United Kingdom,Mumbai,Loyal,PROD00002,Electronics,Headphones,ValueMax,775.97,3,5,116.4,No,2.01,109.57,2323.09,Wallet,Mobile,Email,Gold,Standard,West,8,Delivered,No,4.5,22358.57,28.02,650.93,Winter,No,Yes
604454,CUST000097,2023-02-09,2023,2,9,Thursday,1,55,Male,UAE,Sydney,Loyal,PROD01150,Groceries,Fresh Produce,Trendify,26.06,3,15,11.73,Yes,2.29,2.93,71.67,Wallet,Desktop,Organic Search,Platinum,Standard,Central,6,Returned,Yes,2.5,2264.24,20.0,14.33,Winter,No,No
622500,CUST006468,2023-02-09,2023,2,9,Thursday,1,38,Female,Germany,Mumbai,Returning,PROD00714,Electronics,Laptop,Apex,495.22,3,5,74.28,No,9.47,60.95,1481.8,Wallet,Desktop,Email,Platinum,Express,West,2,Cancelled,No,4.2,27658.21,23.06,341.7,Winter,No,Yes
617401,CUST007525,2023-02-09,2023,2,9,Thursday,1,43,Female,United States,Berlin,Returning,PROD02305,Fashion,Women Clothing,Apex,105.7,2,15,31.71,Yes,5.6,18.7,203.99,Credit Card,Mobile,Referral,Standard,Standard,North,6,Delivered,No,4.5,2832.64,15.97,32.58,Winter,No,No
619136,CUST007152,2023-02-09,2023,2,9,Thursday,1,33,Other,United Kingdom,Dubai,Returning,PROD01648,Electronics,Accessories,EcoLife,265.66,4,0,0.0,No,10.07,116.55,1189.26,Debit Card,Mobile,Organic Search,Silver,Standard,Central,7,Delivered,No,4.1,10422.87,18.97,225.6,Winter,No,Yes
620585,CUST005535,2023-02-09,2023,2,9,Thursday,1,66,Male,UAE,Berlin,Loyal,PROD00419,Groceries,Fresh Produce,UrbanCo,21.74,1,0,0.0,Yes,5.93,1.24,28.91,Debit Card,Desktop,Paid Ads,Standard,Standard,Central,2,Delivered,No,4.1,1345.2,21.7,6.27,Winter,No,No
601727,CUST001229,2023-02-09,2023,2,9,Thursday,1,32,Male,France,Dubai,New,PROD02147,Electronics,Headphones,Zenith,1472.43,4,0,0.0,No,17.89,364.55,6272.16,Wallet,Mobile,Email,Silver,Express,Central,2,Delivered,No,5.0,50000.0,12.05,755.8,Winter,Yes,Yes
627243,CUST002142,2023-02-09,2023,2,9,Thursday,1,46,Female,UAE,London,Returning,PROD00089,Sports,Equipment,PrimePlus,112.81,1,15,16.92,Yes,5.64,7.68,109.21,Debit Card,Tablet,Social Media,Standard,Pickup,Central,2,Delivered,No,3.3,1521.1,28.51,31.14,Winter,No,No
624685,CUST001796,2023-02-09,2023,2,9,Thursday,1,36,Male,Australia,Dubai,New,PROD00842,Sports,Equipment,Apex,109.01,4,15,65.41,Yes,7.39,32.73,410.75,Bank Transfer,Mobile,Social Media,Standard,Standard,East,1,Delivered,No,5.0,3569.83,17.47,71.76,Winter,No,Yes
618014,CUST000921,2023-02-09,2023,2,9,Thursday,1,29,Male,India,New York,New,PROD02437,Beauty,Fragrance,FreshMart,44.04,5,0,0.0,No,24.37,19.92,264.49,Bank Transfer,Mobile,Social Media,Standard,Same Day,Central,0,Delivered,No,3.7,3654.9,28.15,74.45,Winter,No,No
617276,CUST004279,2023-02-09,2023,2,9,Thursday,1,41,Male,India,Mumbai,Returning,PROD01557,Electronics,Accessories,Trendify,293.2,1,0,0.0,No,4.77,14.56,312.53,Bank Transfer,Mobile,Paid Ads,Gold,Standard,East,9,Delivered,No,3.8,721.38,19.85,62.04,Winter,No,No
605130,CUST001088,2023-02-09,2023,2,9,Thursday,1,29,Female,United Kingdom,Paris,Premium,PROD01659,Groceries,Fresh Produce,EcoLife,19.49,3,35,20.46,Yes,7.17,2.7,47.88,PayPal,Mobile,Direct,Standard,Standard,South,4,Processing,No,4.3,1465.67,4.04,1.93,Winter,No,No
602677,CUST002148,2023-02-09,2023,2,9,Thursday,1,48,Female,United Kingdom,Dubai,Loyal,PROD02243,Sports,Sportswear,ValueMax,93.61,2,10,18.72,Yes,6.24,21.74,196.48,Credit Card,Mobile,Referral,Standard,Standard,North,4,Returned,Yes,3.3,2161.83,32.16,63.19,Winter,No,No
607699,CUST003545,2023-02-09,2023,2,9,Thursday,1,19,Male,India,Mumbai,Returning,PROD00329,Electronics,Headphones,Apex,756.56,1,35,264.8,Yes,7.91,64.69,564.36,Bank Transfer,Mobile,Paid Ads,Silver,Standard,South,8,Delivered,No,4.4,9646.7,16.56,93.46,Winter,No,Yes
621687,CUST001916,2023-02-09,2023,2,9,Thursday,1,33,Female,Australia,Karachi,Returning,PROD02414,Fashion,Men Clothing,PrimePlus,74.85,3,0,0.0,No,7.21,9.94,241.7,Debit Card,Mobile,Social Media,Gold,Standard,East,11,Cancelled,No,3.1,2931.28,39.67,95.88,Winter,No,No
607570,CUST007024,2023-02-09,2023,2,9,Thursday,1,34,Female,United Kingdom,Mumbai,Loyal,PROD00042,Fashion,Shoes,PrimePlus,67.97,3,10,20.39,Yes,9.1,21.07,213.69,Wallet,Desktop,Paid Ads,Standard,Pickup,East,6,Shipped,No,3.6,1836.87,27.91,59.64,Winter,No,No
612179,CUST003424,2023-02-09,2023,2,9,Thursday,1,45,Female,UAE,London,Returning,PROD02342,Groceries,Snacks,PrimePlus,23.07,3,40,27.68,Yes,6.73,2.4,50.66,Bank Transfer,Desktop,Referral,Standard,Standard,North,6,Shipped,No,3.6,940.98,11.03,5.59,Winter,Yes,No
615483,CUST006037,2023-02-10,2023,2,10,Friday,1,37,Female,Pakistan,Paris,Returning,PROD01438,Beauty,Skincare,PrimePlus,38.44,3,5,5.77,No,6.87,3.58,120.0,Bank Transfer,Desktop,Email,Standard,Standard,North,7,Delivered,No,4.4,1424.26,27.77,33.32,Winter,No,No
605746,CUST006923,2023-02-10,2023,2,10,Friday,1,43,Male,Australia,New York,New,PROD00627,Groceries,Snacks,ValueMax,11.68,2,35,8.18,Yes,6.7,1.1,22.98,PayPal,Desktop,Email,Standard,Standard,East,5,Delivered,No,4.0,20.0,24.9,5.72,Winter,No,No
621343,CUST006509,2023-02-10,2023,2,10,Friday,1,48,Female,United States,Riyadh,Returning,PROD00694,Fashion,Shoes,Nova,140.46,1,10,14.05,Yes,13.85,7.95,148.21,Bank Transfer,Mobile,Referral,Standard,Express,North,2,Delivered,No,4.1,2169.3,23.06,34.18,Winter,No,No
605395,CUST008766,2023-02-10,2023,2,10,Friday,1,30,Male,Canada,Toronto,Loyal,PROD02294,Electronics,Laptop,Zenith,200.21,1,10,20.02,Yes,5.33,14.22,199.74,Debit Card,Desktop,Email,Standard,Standard,Central,9,Shipped,No,2.6,1116.93,3.34,6.67,Winter,No,No
615689,CUST008799,2023-02-10,2023,2,10,Friday,1,42,Female,India,New York,New,PROD02219,Beauty,Skincare,Zenith,59.12,4,0,0.0,No,10.56,19.5,266.54,Wallet,Mobile,Social Media,Silver,Standard,South,8,Returned,Yes,3.7,1220.01,33.49,89.26,Winter,No,No
609781,CUST002727,2023-02-10,2023,2,10,Friday,1,49,Female,Saudi Arabia,Sydney,New,PROD01972,Groceries,Snacks,ValueMax,14.62,5,15,10.96,Yes,13.1,5.3,80.54,Bank Transfer,Mobile,Email,Standard,Standard,West,4,Returned,Yes,3.7,720.9,28.14,22.66,Winter,No,No
614102,CUST000519,2023-02-10,2023,2,10,Friday,1,25,Male,Pakistan,London,Loyal,PROD01640,Sports,Outdoor,Zenith,67.46,1,20,13.49,Yes,17.89,8.07,79.93,Cash on Delivery,Mobile,Organic Search,Silver,Same Day,East,2,Delivered,No,4.3,1597.34,31.61,25.27,Winter,No,No
616475,CUST003812,2023-02-10,2023,2,10,Friday,1,34,Female,Germany,Mumbai,New,PROD00222,Fashion,Women Clothing,Trendify,25.81,4,15,15.49,Yes,9.12,11.75,108.62,PayPal,Mobile,Social Media,Silver,Standard,South,4,Returned,Yes,3.5,636.76,6.38,6.93,Winter,No,No
616299,CUST008126,2023-02-10,2023,2,10,Friday,1,54,Female,UAE,Sydney,Loyal,PROD00267,Toys,Board Games,UrbanCo,50.82,4,15,30.49,Yes,11.26,17.86,201.91,PayPal,Mobile,Paid Ads,Standard,Pickup,North,5,Shipped,No,5.0,2220.69,9.84,19.87,Winter,No,No
600225,CUST002345,2023-02-10,2023,2,10,Friday,1,31,Male,UAE,Berlin,Loyal,PROD00505,Books,Fiction,Apex,34.47,3,5,5.17,No,5.72,3.42,107.38,Bank Transfer,Desktop,Paid Ads,Silver,Standard,North,3,Shipped,No,3.3,1298.92,17.07,18.33,Winter,No,No
611077,CUST006878,2023-02-10,2023,2,10,Friday,1,22,Male,Australia,Toronto,Returning,PROD02332,Electronics,Mobile,UrbanCo,299.85,2,15,89.96,Yes,9.65,57.6,576.99,Wallet,Tablet,Social Media,Gold,Express,Central,2,Delivered,No,3.5,2274.62,25.76,148.63,Winter,No,Yes
601990,CUST007637,2023-02-10,2023,2,10,Friday,1,43,Male,Australia,Toronto,New,PROD00785,Groceries,Fresh Produce,UrbanCo,19.9,3,15,8.95,Yes,13.9,6.28,70.93,Bank Transfer,Mobile,Paid Ads,Gold,Express,North,4,Delivered,No,4.3,1014.1,34.53,24.49,Winter,No,No
604114,CUST007732,2023-02-10,2023,2,10,Friday,1,19,Male,Australia,New York,Returning,PROD00854,Electronics,Accessories,PrimePlus,1241.66,1,10,124.17,Yes,1.13,67.24,1185.86,Bank Transfer,Desktop,Email,Platinum,Standard,Central,6,Returned,Yes,3.1,7072.68,13.88,164.6,Winter,No,Yes
628977,CUST004144,2023-02-10,2023,2,10,Friday,1,50,Female,Saudi Arabia,Riyadh,Loyal,PROD00119,Home & Kitchen,Furniture,EcoLife,78.03,3,15,35.11,Yes,13.35,26.01,238.34,Credit Card,Mobile,Referral,Gold,Express,South,3,Processing,No,4.4,2267.35,7.02,16.73,Winter,Yes,No
601307,CUST005006,2023-02-10,2023,2,10,Friday,1,23,Female,Pakistan,Paris,Loyal,PROD00702,Groceries,Fresh Produce,Trendify,15.36,2,15,4.61,Yes,16.91,1.91,44.93,PayPal,Mobile,Organic Search,Standard,Express,North,6,Returned,Yes,2.9,1241.08,13.81,6.2,Winter,No,No
621048,CUST004434,2023-02-10,2023,2,10,Friday,1,31,Male,UAE,London,Premium,PROD01956,Groceries,Snacks,FreshMart,13.72,2,20,5.49,Yes,5.93,1.76,29.64,Debit Card,Desktop,Paid Ads,Standard,Standard,North,5,Delivered,No,3.5,1543.37,18.48,5.48,Winter,No,No
606890,CUST004477,2023-02-10,2023,2,10,Friday,1,31,Female,France,Sydney,New,PROD00542,Groceries,Snacks,ValueMax,17.33,2,15,5.2,Yes,6.28,3.84,39.58,Wallet,Mobile,Organic Search,Silver,Pickup,East,4,Delivered,No,5.0,650.68,16.81,6.65,Winter,Yes,No
616121,CUST003456,2023-02-10,2023,2,10,Friday,1,51,Male,France,London,Returning,PROD00515,Fashion,Men Clothing,Zenith,70.89,3,0,0.0,No,5.13,6.96,224.76,Cash on Delivery,Mobile,Referral,Standard,Standard,North,1,Returned,Yes,3.0,1523.0,38.13,85.7,Winter,No,No
605672,CUST001727,2023-02-10,2023,2,10,Friday,1,40,Male,Canada,Berlin,Returning,PROD01909,Sports,Fitness,FreshMart,101.87,3,0,0.0,Yes,16.99,35.85,358.45,Debit Card,Mobile,Direct,Platinum,Same Day,West,1,Delivered,No,3.8,3981.84,9.65,34.59,Winter,No,No
618702,CUST003216,2023-02-10,2023,2,10,Friday,1,42,Other,United States,Sydney,New,PROD01046,Groceries,Fresh Produce,FreshMart,11.45,2,5,1.14,No,7.58,1.74,31.08,Wallet,Mobile,Direct,Standard,Standard,North,7,Delivered,No,4.3,20.0,28.29,8.79,Winter,No,No
629964,CUST008807,2023-02-10,2023,2,10,Friday,1,42,Other,UAE,New York,Loyal,PROD02076,Home & Kitchen,Appliances,ValueMax,63.74,3,35,66.93,Yes,11.61,18.22,154.12,Credit Card,Mobile,Social Media,Standard,Standard,Central,3,Delivered,No,4.6,2136.13,14.94,23.03,Winter,No,No
617934,CUST008130,2023-02-10,2023,2,10,Friday,1,25,Female,United States,Riyadh,Loyal,PROD00658,Beauty,Makeup,QuickCart,43.78,4,0,0.0,Yes,7.57,15.96,198.65,PayPal,Mobile,Social Media,Standard,Standard,West,8,Delivered,No,3.9,3367.24,40.21,79.88,Winter,No,No
619031,CUST001689,2023-02-11,2023,2,11,Saturday,1,30,Male,Pakistan,Dubai,New,PROD02015,Beauty,Fragrance,Apex,30.75,3,30,27.68,Yes,8.36,4.78,77.71,Cash on Delivery,Mobile,Social Media,Standard,Standard,North,5,Delivered,No,4.4,1164.12,20.48,15.92,Winter,No,No
621059,CUST008496,2023-02-11,2023,2,11,Saturday,1,40,Male,Pakistan,London,Premium,PROD02413,Groceries,Snacks,Trendify,9.56,4,10,3.82,Yes,8.93,4.21,47.56,Wallet,Desktop,Organic Search,Standard,Standard,Central,6,Delivered,No,4.6,2079.03,19.18,9.12,Winter,No,No
629069,CUST008322,2023-02-11,2023,2,11,Saturday,1,34,Female,United States,Karachi,New,PROD02090,Beauty,Fragrance,ValueMax,65.77,3,35,69.06,Yes,11.04,23.1,162.39,Wallet,Desktop,Direct,Platinum,Express,Central,1,Delivered,No,3.7,2875.34,4.81,7.81,Winter,No,No
611268,CUST003588,2023-02-11,2023,2,11,Saturday,1,58,Male,United States,Paris,Loyal,PROD01871,Electronics,Laptop,Trendify,464.17,1,15,69.63,Yes,3.27,18.0,415.81,Cash on Delivery,Desktop,Referral,Gold,Pickup,South,4,Delivered,No,4.3,8318.43,15.04,62.54,Winter,Yes,Yes
609578,CUST000877,2023-02-11,2023,2,11,Saturday,1,53,Male,Saudi Arabia,New York,Loyal,PROD01576,Sports,Sportswear,Trendify,93.91,2,15,28.17,Yes,22.41,13.36,195.42,Wallet,Desktop,Organic Search,Silver,Same Day,Central,0,Returned,Yes,3.2,3490.9,27.78,54.29,Winter,No,No
623819,CUST003730,2023-02-11,2023,2,11,Saturday,1,27,Female,Germany,Berlin,New,PROD01142,Electronics,Accessories,EcoLife,195.13,4,10,78.05,Yes,15.94,37.38,755.79,Debit Card,Mobile,Organic Search,Gold,Express,East,2,Delivered,No,5.0,13387.32,24.98,188.8,Winter,No,Yes
610464,CUST002834,2023-02-11,2023,2,11,Saturday,1,44,Male,UAE,New York,Returning,PROD00476,Groceries,Snacks,Apex,13.26,2,20,5.3,Yes,7.91,1.46,30.59,Cash on Delivery,Mobile,Direct,Silver,Standard,Central,4,Delivered,No,4.8,463.01,18.17,5.56,Winter,No,No
623602,CUST005235,2023-02-11,2023,2,11,Saturday,1,51,Female,United States,Paris,Loyal,PROD00288,Groceries,Dairy,FreshMart,14.44,7,20,20.22,Yes,8.76,7.94,97.56,Credit Card,Mobile,Referral,Silver,Standard,South,6,Processing,No,4.9,1881.39,24.68,24.08,Winter,No,No
623290,CUST005473,2023-02-11,2023,2,11,Saturday,1,53,Female,Saudi Arabia,Dubai,Loyal,PROD00749,Groceries,Beverages,Apex,22.67,2,0,0.0,No,4.74,5.16,55.24,Wallet,Mobile,Direct,Silver,Standard,Central,0,Cancelled,No,4.4,1182.17,25.2,13.92,Winter,No,No
613438,CUST003974,2023-02-11,2023,2,11,Saturday,1,23,Female,Germany,Toronto,Premium,PROD02358,Electronics,Accessories,UrbanCo,658.38,4,40,1053.41,Yes,6.88,79.71,1666.7,Credit Card,Desktop,Email,Gold,Standard,South,8,Returned,Yes,2.3,8695.61,10.57,176.17,Winter,No,Yes
611053,CUST008022,2023-02-11,2023,2,11,Saturday,1,39,Male,Australia,Sydney,New,PROD00904,Electronics,Headphones,FreshMart,364.41,2,5,36.44,No,8.61,26.34,727.33,Credit Card,Mobile,Referral,Silver,Pickup,South,1,Processing,No,4.0,2927.55,12.82,93.24,Winter,No,Yes
609239,CUST005694,2023-02-11,2023,2,11,Saturday,1,45,Female,France,London,New,PROD00625,Books,Comics,PrimePlus,34.39,6,10,20.63,Yes,10.24,18.88,214.83,Cash on Delivery,Mobile,Referral,Standard,Standard,West,3,Delivered,No,4.2,3615.5,16.77,36.03,Winter,Yes,No
608262,CUST002338,2023-02-11,2023,2,11,Saturday,1,22,Male,Canada,Riyadh,Premium,PROD01349,Home & Kitchen,Furniture,FreshMart,65.82,2,0,0.0,No,14.35,13.08,159.07,Debit Card,Mobile,Direct,Standard,Express,East,3,Delivered,No,3.8,3553.56,15.79,25.12,Winter,No,No
617743,CUST002305,2023-02-11,2023,2,11,Saturday,1,35,Male,Australia,New York,Returning,PROD01499,Sports,Equipment,QuickCart,136.68,5,10,68.34,Yes,8.51,35.62,659.19,Credit Card,Desktop,Organic Search,Standard,Standard,North,7,Returned,Yes,2.5,5795.75,21.01,138.5,Winter,No,Yes
604631,CUST001659,2023-02-11,2023,2,11,Saturday,1,50,Female,United Kingdom,New York,Returning,PROD00744,Home & Kitchen,Cookware,UrbanCo,204.81,2,5,20.48,No,9.94,46.34,445.42,Cash on Delivery,Mobile,Email,Standard,Pickup,South,1,Returned,Yes,3.5,3647.08,7.73,34.43,Winter,No,Yes
615391,CUST008128,2023-02-11,2023,2,11,Saturday,1,18,Female,Germany,Toronto,Returning,PROD02225,Groceries,Beverages,Trendify,19.51,4,15,11.71,Yes,7.75,4.59,78.67,Bank Transfer,Desktop,Organic Search,Gold,Standard,North,4,Delivered,No,3.9,20.0,9.91,7.8,Winter,Yes,No
627364,CUST007864,2023-02-12,2023,2,12,Sunday,1,44,Male,Canada,London,New,PROD00946,Toys,Educational,PrimePlus,38.74,2,30,23.24,Yes,4.47,6.69,65.4,PayPal,Desktop,Direct,Standard,Pickup,East,9,Delivered,No,2.6,596.32,18.47,12.08,Winter,No,No
619804,CUST003105,2023-02-12,2023,2,12,Sunday,1,52,Male,France,Mumbai,Returning,PROD01186,Toys,Board Games,Zenith,49.11,3,0,0.0,No,4.72,11.7,163.75,Credit Card,Desktop,Social Media,Gold,Standard,North,5,Delivered,No,4.7,1260.41,21.66,35.47,Winter,No,No
613974,CUST002326,2023-02-12,2023,2,12,Sunday,1,49,Male,India,Riyadh,New,PROD01318,Fashion,Bags,PrimePlus,25.16,2,5,2.52,No,6.59,3.6,57.99,Wallet,Mobile,Referral,Standard,Standard,Central,5,Delivered,No,3.7,313.58,30.33,17.59,Winter,No,No
622948,CUST002024,2023-02-12,2023,2,12,Sunday,1,31,Female,Australia,Toronto,Returning,PROD00728,Fashion,Men Clothing,ValueMax,115.21,5,0,0.0,Yes,22.38,41.41,639.84,Wallet,Desktop,Direct,Gold,Same Day,West,0,Delivered,No,4.9,2974.28,29.59,189.33,Winter,No,Yes
625895,CUST005986,2023-02-12,2023,2,12,Sunday,1,45,Male,Saudi Arabia,Karachi,Returning,PROD01257,Groceries,Beverages,EcoLife,9.91,2,15,2.97,Yes,0.06,1.26,18.17,Cash on Delivery,Mobile,Social Media,Platinum,Standard,Central,6,Delivered,No,4.1,20.0,14.21,2.58,Winter,No,No
614305,CUST006903,2023-02-12,2023,2,12,Sunday,1,41,Female,Saudi Arabia,Toronto,New,PROD00187,Toys,Educational,Zenith,39.47,3,25,29.6,Yes,17.58,9.86,116.25,Bank Transfer,Mobile,Organic Search,Standard,Express,East,5,Returned,Yes,2.8,1887.69,37.04,43.06,Winter,No,No
623762,CUST000341,2023-02-12,2023,2,12,Sunday,1,36,Male,Germany,Paris,Loyal,PROD02421,Groceries,Snacks,UrbanCo,10.38,3,20,6.23,Yes,16.88,2.34,44.13,PayPal,Tablet,Email,Gold,Same Day,East,1,Cancelled,No,4.7,1630.99,4.39,1.94,Winter,No,No
604573,CUST005205,2023-02-12,2023,2,12,Sunday,1,38,Male,Canada,Mumbai,Premium,PROD01164,Fashion,Bags,QuickCart,103.55,2,20,41.42,Yes,9.7,17.9,193.28,Wallet,Desktop,Email,Standard,Standard,South,7,Delivered,No,4.7,4592.4,23.69,45.79,Winter,No,No
602544,CUST007729,2023-02-12,2023,2,12,Sunday,1,52,Female,United Kingdom,Toronto,Loyal,PROD02371,Fashion,Shoes,ValueMax,49.93,3,30,44.94,Yes,14.63,7.71,127.19,Wallet,Mobile,Referral,Standard,Express,South,7,Delivered,No,3.5,2552.03,18.19,23.14,Winter,No,No
625302,CUST001629,2023-02-12,2023,2,12,Sunday,1,39,Female,United States,Dubai,Returning,PROD01981,Electronics,Laptop,FreshMart,448.53,1,5,22.43,No,0.0,44.35,470.45,Debit Card,Mobile,Organic Search,Platinum,Standard,West,5,Processing,No,4.0,6782.15,23.42,110.18,Winter,No,Yes
625625,CUST004729,2023-02-12,2023,2,12,Sunday,1,42,Female,India,Sydney,New,PROD00720,Home & Kitchen,Decor,ValueMax,75.96,2,30,45.58,Yes,3.33,11.18,120.85,Bank Transfer,Mobile,Organic Search,Standard,Pickup,South,8,Shipped,No,5.0,828.36,20.56,24.85,Winter,No,No
612533,CUST005343,2023-02-12,2023,2,12,Sunday,1,35,Male,Australia,Karachi,Returning,PROD01160,Electronics,Laptop,Zenith,436.97,1,20,87.39,Yes,12.66,34.88,397.12,PayPal,Desktop,Referral,Standard,Express,South,0,Processing,No,4.1,4395.88,20.64,81.97,Winter,No,Yes
622022,CUST007393,2023-02-12,2023,2,12,Sunday,1,18,Male,Canada,Karachi,Premium,PROD01429,Books,Non-Fiction,UrbanCo,15.55,3,15,7.0,Yes,7.75,4.31,51.71,Debit Card,Desktop,Social Media,Silver,Standard,West,4,Delivered,No,3.5,1802.58,26.57,13.74,Winter,No,No
617191,CUST005255,2023-02-12,2023,2,12,Sunday,1,33,Male,Australia,Riyadh,New,PROD00696,Fashion,Bags,Nova,48.04,3,0,0.0,No,3.91,12.34,160.37,Debit Card,Mobile,Referral,Silver,Standard,South,9,Returned,Yes,2.3,1904.14,35.39,56.75,Winter,No,No
611641,CUST003553,2023-02-12,2023,2,12,Sunday,1,30,Female,Pakistan,New York,Loyal,PROD02402,Fashion,Shoes,Trendify,57.85,3,0,0.0,Yes,14.87,9.52,197.94,Credit Card,Mobile,Direct,Standard,Express,North,1,Returned,Yes,2.6,2748.28,28.91,57.22,Winter,No,No
613504,CUST001084,2023-02-12,2023,2,12,Sunday,1,31,Male,Germany,Dubai,Returning,PROD00224,Sports,Fitness,ValueMax,123.07,2,0,0.0,Yes,4.94,26.37,277.45,Bank Transfer,Desktop,Organic Search,Standard,Standard,North,10,Delivered,No,4.2,2388.28,20.76,57.6,Winter,No,No
626586,CUST006348,2023-02-12,2023,2,12,Sunday,1,37,Male,France,London,New,PROD02415,Fashion,Women Clothing,Zenith,76.97,3,5,11.55,No,13.9,24.04,257.3,Credit Card,Mobile,Social Media,Standard,Express,East,5,Returned,Yes,3.1,2767.7,20.36,52.39,Winter,No,No
609378,CUST000999,2023-02-13,2023,2,13,Monday,1,29,Male,United States,London,Returning,PROD01737,Home & Kitchen,Furniture,Zenith,114.65,2,15,34.4,Yes,18.19,7.9,220.99,Bank Transfer,Mobile,Referral,Standard,Express,Central,1,Processing,No,4.9,1357.36,23.45,51.82,Winter,No,No
627818,CUST008690,2023-02-13,2023,2,13,Monday,1,20,Male,Australia,Sydney,Returning,PROD01908,Sports,Sportswear,EcoLife,115.48,1,20,23.1,Yes,11.07,13.51,116.96,Cash on Delivery,Desktop,Referral,Silver,Express,West,5,Delivered,No,4.1,1245.54,10.97,12.83,Winter,No,No
602587,CUST001944,2023-02-13,2023,2,13,Monday,1,28,Male,France,Sydney,Premium,PROD01101,Groceries,Fresh Produce,FreshMart,12.32,3,10,3.7,Yes,5.4,3.12,41.78,Wallet,Desktop,Organic Search,Silver,Standard,West,4,Delivered,No,3.5,1576.97,29.93,12.5,Winter,No,No
612730,CUST005839,2023-02-13,2023,2,13,Monday,1,45,Male,Australia,Paris,Returning,PROD00992,Fashion,Bags,EcoLife,50.13,2,5,5.01,No,23.54,9.72,128.51,Bank Transfer,Mobile,Paid Ads,Silver,Same Day,East,2,Delivered,No,3.8,819.15,51.67,66.4,Winter,No,No
628692,CUST003064,2023-02-13,2023,2,13,Monday,1,31,Male,Australia,Sydney,New,PROD02044,Fashion,Men Clothing,Nova,83.49,4,0,0.0,No,9.47,12.59,356.02,Wallet,Mobile,Social Media,Platinum,Express,West,3,Delivered,No,3.5,3071.28,25.62,91.21,Winter,No,No
627274,CUST005880,2023-02-13,2023,2,13,Monday,1,39,Female,Pakistan,Karachi,Loyal,PROD02256,Sports,Fitness,PrimePlus,75.72,5,20,75.72,Yes,18.33,25.38,346.59,PayPal,Mobile,Referral,Standard,Express,East,2,Delivered,No,4.7,2961.74,21.28,73.75,Winter,No,No
